"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"I84UFHC3","journalArticle","1938","SMERNITSKAJA, M. I.","Breeding rye at the Kharkov Station.","Selektsiya i semenovodstvo","","","","","Crosses have been made between cultivated rye and perennial rye, Secale montanum, various strains of each being used. The most successful combinations are indicated. The germination of the hybrid seeds was poor and the F 1 plants were highly sterile and very late in maturity; some few were perennial but the rest annual in habit. The other characters of the perennial parent were mostly dominant, though the grain was of the cultivated type. Pollination of the hybrids with cultivated rye gave only 4.4 per cent success. A great rise in fertility was observed in the back-cross hybrids, amounting to 70 per cent. in the second generation and a number of perennial plants occurred in both these generations.","1938","2015-06-03 04:39:31","2015-06-03 04:39:31","","38-41","","5","","","","","","","","","","","","","","","","","","CABI:19391600235","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IKIB47R","journalArticle","1989","Andriyash, V. P.","Breeding winter rye and the differentiation of varieties for resistance to root rots in the Poles'e area of the Ukrainian SSR.","Selektsiya i Semenovodstvo (Kiev)","","","","","Among 400 forms tested for use in breeding for resistance to fungal root rots in the Poles'e (Pripyat' Marshes) area, no varieties of Secale cereale were completely resistant. The most useful were selected forms of perennial cultivated rye bred using S. montanum, such as Derzhavinskaya 29 and Odesskaya Mnogoletnyaya [Odessa Perennial].","1989","2015-06-03 04:36:09","2015-06-03 04:36:09","","8-11","","66","","","","","","","","","","","","","","","","","","CABI:19901695634","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJUUVDRP","journalArticle","1937","Anonymous","Brief outline on the work of the 4th session.","Bjulleten' Vsesojuznoi Akademii S.-Kh. Nauk im. V.I. Lenina (Bulletin of   the Lenin Academy of Agricultural Sciences) 1937.","","","","","The fourth session of the Lenin Academy of Agricultural Sciences, devoted to breeding and genetics, was attended by more than 3, 000 people. A brief account is given of the president's inaugural address and of the sessions. The subjects for discussion were limited to the results attained in the experimental production of new varieties of cultivated plants and races of domestic animals and each breeder described his productions. In addition to improved and more productive forms of many crops, special mention is made of the perennial wheats, hybrids of oats and barley shewing heterosis, a barley giving two yields a year, very productive new high-quality cottons and others ripening 13 days earlier than the variety Schroeder, and bisexual hemp. After the above papers came addresses and discussions on the fundamental principles and methods of genetics and breeding.","1937","2015-06-03 04:45:46","2015-06-03 04:45:46","","20-26","","1","","","","","","","","","","","","","","","","","","CABI:19381600064","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2BCCUST","journalArticle","1989","Boehringer, A.; Caldwell, R.","Cajanus cajan (L.) Millsp. as a potential agroforestry component in the Eastern Province of Zambia","Agroforestry Systems","","0167-4366","10.1007/BF00168258","http://www.scopus.com/inward/record.url?eid=2-s2.0-0024937494&partnerID=40&md5=f4cdf415cfe9d9c198cba05aa28c9855","Farmers in the Eastern Province of Zambia are faced with problems common to other parts of the tropics: increased pressure to expand food production leading to accelerated forest clearing, decrease in traditional fallow periods, increased soil erosion, and reductions in soil fertility. Of special concern are shortages of labor during their growing season, a shortage of staple foods during January through March, pest (termite) problems, and seasonal fires. Alleycropping appears able to solve some of the farmers' problems. Both on-farm and experiment station trials were initiated to screen potential agroforestry species. Perennial pigeonpea, Cajanus cajan (L.) Millsp., a species indigenous to the Province, showed particular promise. Cultivars grew over 3 m tall and produced up to 4.8 tons/ha dry matter (in 7 months after pruning) for green manure. Farmers reacted favorably to their experience with the on-farm trials. Ease of establishment and production of food (green pod and grain) make perennial pigeonpea a special agroforestry option in the Province, deserving additional research.","1989","2015-06-03 03:20:09","2015-06-03 20:35:52","","127-140","","2","9","","Agroforest Syst","","","","","","","","English","","","Scopus","","","","","","","","Agroforestry; agroforestry species trial; alleycrop; ALL((""long duration"" OR ""long-duration"" OR perennial) W/1 (cajanus OR ""pigeon pea"" OR ""pigeon-pea"" OR pigeonpea)) AND DOCTYPE(ar); ALL(perennial W/1 grain) AND DOCTYPE(ar); Intercrop; Mylabris spp.; on-farm research; Pigeonpea; relevant; Scopus; search.grain; search.pigeonpea; Sesbania; SPV; TS=((""long duration"" OR perennial) NEAR/1 (cajanus OR ""pigeon$pea"")); Web of Science; Zambia, Eastern Province","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VMFGW75","journalArticle","1959","TSITSIN, N. V.","C. Darwin and some questions in biology [English summ.]","Izvest Akad Nauk Sssr Ser Biol","","","","","The author shows that the problem of non-interbreeding of species, genera, and families presented a major difficulty for Darwin in his time; now owing to the work of I. V. Michurin and L. Burbank and the new methods and means of influencing interbreeding pairs, this problem is, in principle, resolved. The research of the author and his co-workers on the interbreeding of cultivated and wild grains, methods employed by them for overcoming non-interbreeding, obtaining fertile hybrids and cultivating underdeveloped hybrid embryos (in highly nutrient media) are reported here. Thus the interbreeding of wheat with species of Agropyron produced not only new varieties but also new species of wheat: perennial wheat, Triticum agropyrotriticum perenne (Cic), and grain-fodder wheat T. agropyrotriticum submitans (Cic). The interbreeding then of Agropyron with the forms of rye having a high gluten content makes it possible to obtain a valuable grain competing in its flour-grinding and bread-baking qualities with wheat. Hybrids obtained from crossing the cultivated grains T. vulgare, T. durum, Hordeum, Secale with some species of Elymus (E. arenarius, E. giganteus) possess a number of valuable qualities: the potential for powerful development, no exacting demands in regard to soil or climatic conditions, and a high yield, 700-800 grains on one spike.","1959","2015-06-03 04:43:51","2015-06-03 04:43:51","","832-838","","","6","","","","","","","","","","","","","","","","","BCI:BCI19613600046090","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPH6H7MV","journalArticle","1991","N, SINGH R.","CERTAIN ASPECTS OF EPIDEMIOLOGY OF RICE DISEASES IN UPLAND RAINFED RATOON AND POST-FLOOD RICE CROPS IN EASTERN UTTAR PRADESH","Narendra Deva Journal of Agricultural Research","","0970-230X","","","Incidence, severity and succession of diseases [fumgi bacteria, virus, nutrient deficiency] in the rice crops, grown under upland rainfed, ratoon and post-flood situations in eastern Uttar Pradesh [India], have been noted. Some of the diseases occur only in one situation. Others, which are common to two or all the three situations, vary in their severity under different agro-ecological conditions.","1991","2015-06-03 04:51:53","2015-06-03 04:51:53","","220-222","","1","6","","","","","","","","","","","","","","","","","BCI:BCI199294055110","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UV3ZXIA4","book","2010","Stavi, Ilan; Lal, Rattan","Challenges and Opportunities of Soil Organic Carbon Sequestration in Croplands","","978-90-481-9512-1","","","","This chapter reviews the main farming practices related with soil organic carbon (SOC) sequestration in croplands, aimed, simultaneously, at improving soil quality and health, and reducing net emission of carbon dioxide into the atmosphere. The reviewed practices include conservation tillage, reduced tillage, no tillage, crop residues management, manuring and fertilizing, and cover cropping. In addition, this manuscript addresses prospects for future development by means of agroforestry, biochar application, and perennial grain crops, aimed at maintaining sustainability of agroecosystems, restoring degraded croplands, and increasing the SOC sink capacity. The data collected supports the conclusion that taking into consideration the prevailing physical conditions, wise integration of various conservation practices may increase the ability of croplands in sequestering SOC while maintaining ecosystem services and enhancing agronomic production.","2010","2015-06-03 04:20:21","2015-06-03 04:20:21","","","","","5","","","","","","","","","","","","","","","","","WOS:000283004500005","","","","relevant; search.grain; SPV; TS=(perennial NEAR/1 grain); Web of Science","","Lichtfouse, E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKDE8I6Z","journalArticle","1961","SOKOLOVA, S. M.","Changes in nitrogenous substances in the leaves of perennial wheat Referat Zhur., Biol., 1962, No. 16 G271. (Translation)","Byul Gl Bot Sada Akad Nauk Sssr","","","","","Determinations were made of changes in the content of N compounds (total, protein and nonprotein N, and amino acids) and of the activity of proteolytic enzymes in the leaves of a perennial wheat variety obtained by N. V. Tsitsin as a result of hybridization of winter wheat with Agropyron tenerum. The leaves of this wheat were found to contain more raw protein than those of fodder grasses. The content of total, protein and nonprotein N reached a maximum at the tillering stage and decreased thereafter. The activity of proteolytic enzymes (calculated per unit protein) increased from the tillering phase to the stage of milky ripeness. The leaf content of free amino acids decreased with ripening. The ratios of various amino acids also changed. The green bulk of perennial wheat is most valuable for fodder purposes at the tillering phase when the leaf content of amino acids is maximal.","1961","2015-06-03 04:43:27","2015-06-03 04:43:27","","56-63","","","43","","","","","","","","","","","","","","","","","BCI:BCI19634300011651","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKSAR7X3","journalArticle","2014","Crews, Timothy E.; Brookes, Philip C.","Changes in soil phosphorus forms through time in perennial versus annual agroecosystems","Agriculture, Ecosystems & Environment","","0167-8809","10.1016/j.agee.2013.11.022","http://www.sciencedirect.com/science/article/pii/S0167880913004167","We compared inorganic and organic P fractions to a soil depth of 92 cm in two long-term Classical Experiments at Rothamsted Research in the U.K. The predominant soil-forming factor that differentiated the sites was vegetation type. The Broadbalk plots feature annual wheat and have been in continuous production since 1843, while the Park Grass plots feature perennial grassland vegetation that has been hayed every year since 1856. To evaluate the long-term effects of annual versus perennial vegetation on soil P forms, we carried out Hedley P fractionations and microbial biomass-P fumigation-extraction analyses on soils from fertilized and unfertilized treatments of both experiments. In both P-fertilized and unfertilized soils we found an inverse relationship between pool sizes of actively cycling Po (0.5 M bicarbonate + 0.1 M NaOH fractions) and recalcitrant Pi (hot conc. HCl + final digest fractions) with Po dominant in the perennial hay meadow and recalcitrant Pi dominant in the annual wheat. Microbial biomass-P in the surface horizons of fertilized and unfertilized perennial hay meadow was an order of magnitude greater than in annual wheat. To investigate how P fractions changed through time we conducted Hedley P fractionations on archived soils sampled from Broadbalk wheat in 1893, and Park Grass hay meadow in 1876. Since 1893, unfertilized Broadbalk soils experienced almost no change in P fractions in the surface 23 cm, but substantial depletion in labile and recalcitrant Pi and Po in deeper strata. The Park Grass perennial vegetation showed greater depletion of surface soil fractions over time. When fertilized for over 100 years, almost all P fractions in the surface 23 cm were enriched in both crop types, but below 70 cm, only the active Po pool in Park Grass showed a substantial increase under fertilization. Even when fertilized, low available or occluded Pi fractions in both annual and perennial systems were substantially depleted below 70 cm. Our findings suggest that herbaceous perennials maintain a greater proportion of native or fertilizer-P in relatively available organic forms compared to annual wheat. By reducing the fraction of P held in recalcitrant forms, P fertilizer requirements could be reduced","February 1, 2014","2015-06-03 03:02:45","2015-06-04 08:44:10","","168-181","","0","184","","Agric. Ecosyst. Environ.","","","","","","","","English","","","","","","","","","","","agricultural ecosystem; ALL(perennial W/1 grain) AND DOCTYPE(ar); Annual crops; annual plant; England; experimental study; hay; Hay meadow; Hertfordshire; meadow; Microbial biomass-P; Microbial community; Occluded phosphorus; Organic phosphorus; Perennial crops; perennial plant; perennial W/1 grain; perennial W/1 (triticum OR wheat); relevant; Rothamsted Experimental Station; ScienceDirect; Scopus; search.grain; search.wheat; soil chemistry; soil depth; SPV; United Kingdom; Wheat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CDFIWKD","journalArticle","1999","Akgun, I.; Koc, A.; Sagsoz, S.","Changes in some agronomic characters of the autotetraploid perennial rye ( Secale montanum Guss.) over time.","Turkish Journal of Agriculture & Forestry","","1010-7649","","","Studies of samples of S. montanum taken at 15-day intervals between May and August in 1996 and 1997 in Erzurum, Turkey, showed that plant height, hay production, leaf ratio, and contents of dry matter, crude protein, crude cellulose, crude ash, K, Mg and P varied over time.","1999","2015-06-03 04:35:36","2015-08-17 19:49:16","","1119-1124","","Supplement 5","23","","","","","","","","","","","","","","","","","CABI:19990709258","","","","ALL(perennial W/1 (rye OR secale) AND NOT (""rye grass"" OR ""rye-grass"" OR ryegrass)) AND DOCTYPE(ar); relevant; Scopus; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E35QNFQI","journalArticle","2002","Nair, A. S.; Rosamma, C. A.","Character association in ratoon crop of rice ( Oryza sativa L.).","Journal of Tropical Agriculture","","0971-636X","","","Correlation and path analyses for yield and yield components were conducted for ratoon crops of 24 rice genotypes grown in Mannuthy, Kerala, India during the kharif season of 1999/2000. The number of productive tillers per plant, straw yield, total number of tillers during flowering, and leaf area index (flowering) were the major components of ratoon yield.","2002","2015-06-03 04:49:33","2015-06-03 04:49:33","","1-3","","1/2","40","","","","","","","","","","","","","","","","","CABI:20043014216","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMEG2RV2","journalArticle","1995","Suh, Duck-Yong; Ko, Jong-Min; Dong-Su; Suh, Hyung-Soo; Nam, Min-Hee","Characteristics and chromosomal variation of Agrotricum X Triticum aestivum cv. Olmil progenies","RDA Journal of Agricultural Science Biotechnology","","","","","To breed perennial wheats, Agrotricum obtained by the cross between Agropyron elongatum and Triticum turgidum was crossed to a wheat variety, Olmil, and the major agronomic characteristics and chromosomal variation in the F-4 progenies were investigated. Among eight F-4 lines tested, six lines were perennial and two lines were annual. Two perennial lines, ATH 1343B-1 and ATH 24-3B-1, showed prominantly strong regrowth after the first harvest. The ATH 134-3B-1 had many characters similar to common wheat while the ATH 24-3B-1 had many characters of Agropyron. Both of these lines were able to give second harvest from the stubble regrowthed after the first harvest. The seed-set ratio of perennial wheat lines ranged between 2.0% and 36.4%. The perennial wheat lines had fewer number of spikes per plant as compared with Olmil. All the perennial lines had 42 chromosomes except the ATH 24-3B-1 having 46 chromosomes. All the perennial lines showed relatively high chromosome pairing in pollen mother cells. The chromosome pairing behavior in pollen mother cells in the most promising line ATH 134-3B-1 showed eleven 21 bivalents (78.6%), two 20 bivalents with 2 univalents (14.3%), and one 19 bivalent with 1 univalent and 1 trivalent (7.1%) out of fourteen cells examined.","1995","2015-06-03 04:41:25","2015-06-03 04:41:25","","204-212","","2","37","","","","","","","","","","","","","","","","","BCI:BCI199698817939","","","","relevant; search.wheat; SPV; TS=(perennial NEAR/1 (triticum OR wheat)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2BNNQXA","journalArticle","1965","JAKOVLEV, G. V.","Characteristics of developmental phases of wild species of rye.","Agrobiologija (Agrobiology)","","","","","Secale kuprijanovii, S. anatolicum and S. sylvestre responded to vernalization by earing 9-20 days after a rye cultivar; postvernalization exposure of the plants to continuous light accelerated their development. Under continuous light, plants of S. anatolicum and S. montanum eared without vernalization. Derzavin's hybrid from a cross of a rye cultivar with a wild perennial rye and a rye form occurring as a weed in the field eared at about the same time as the rye cultivar.","1965","2015-06-03 04:37:47","2015-06-03 04:37:47","","762-64","","5","","","","","","","","","","","","","","","","","","CABI:19661603785","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZ9EN98F","journalArticle","1965","KANDELAKI, G. V.","Characteristics of spore formation in distant hybrids.","Soobsc. Akad. Nauk Gruzin. SSR.","","","","","Information is recorded on disturbances in meiosis and pollen formation in remote hybrids of Gramineae, lily, buckwheat and pumpkin. The author has made a study of perennial rye derived from winter rye * Secale montanum. This hybrid is highly sterile. The meiotic aberrations occurring are described.","1965","2015-06-03 04:37:50","2015-06-03 04:37:50","","435-42","","2","39","","","","","","","","","","","","","","","","","CABI:19701600671","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GX8E3DAG","journalArticle","2001","Weik, L.; Kaul, H. P.; Aufhammer, W.","Characterization of competition in mixed stands of perennial grain crops","Journal of Applied Botany-Angewandte Botanik","","0949-5460","","http://www.scopus.com/inward/record.url?eid=2-s2.0-0034822498&partnerID=40&md5=8d5865f8fa4898cf24442f6f9b893dd0","Perennial grain crops in mixed stands may be suitable on marginal sites for preserving an open landscape and continuing arable use. In mixed stands, besides intraspecific competition for the available growth factors also interspecific competition appears. This study was conducted to characterize and quantify effects of interspecific competition on dry matter production in exemplary stands of perennials applying different static and dynamic parameters. The parameters were compared on the basis of data from field experiments conducted at two sites in south-west Germany. The experiments included perennial species of rye (Secale cereale x S. montanum), lupine (Lupinus polyphyllus) and linseed (Linum perenne) in pure stands and in two component mixtures. The relative yield total (RYT) was found to be a suitable static indicator of resource complementarity. Competitive ability was appropriately described by the competitive balance index (C-h). Regression models derived from Lotka-Volterra equations rendered a good description of dynamic growth and competition. Occasionally rye showed still an increase of dry matter at the end of the sampling period in late summer, which led to wrong estimations of competition coefficients.","AUG  2001","2015-06-03 04:20:45","2015-06-03 07:12:48","","124-129","","3-4","75","","J. Appl. Bot.","","","","","","","","English","","","","","","","WOS:000171008900008","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); grain crop; interspecific competition; intraspecific competition; Linum perenne; Lupinus polyphyllus; Mixed farming; perennial plant; relevant; Scopus; search.grain; Secale cereale; Secale montanum; SPV; TS=(perennial NEAR/1 grain); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FXTPJ5E","journalArticle","2009","Peng, Zhi-Yu; Zhang, Huiyong; Liu, Tingting; Dzikiewicz, Katherine M.; Li, Songgang; Wang, Xiangfeng; Hu, Guocheng; Zhu, Zhengge; Wei, Xinghua; Zhu, Qi-Hui; Sun, Zongxiu; Ge, Song; Ma, Ligeng; Li, Lei; Deng, Xing-Wang","Characterization of the genome expression trends in the heading-stage panicle of six rice lineages","Genomics","","0888-7543","10.1016/j.ygeno.2008.10.005","http://www.sciencedirect.com/science/article/pii/S0888754308002516","To study how changes in gene regulation shape phenotypic variations in rice, we performed a comparative analysis of genome expression in the heading-stage panicle from six lineages of cultivated and wild rice, including Oryza sativa subsp. indica, japonica and javanica, O. nivara , O. rufipogon and O. glaberrima. While nearly three-quarters of the genes are expressed at a constant level in all six lineages, a large portion of the genome, ranging from 1767 to 4489 genes, exhibited differential expression between Asian domesticated and wild rice with repression or down-regulation of genome expression in Asian cultivated rice as the dominant trend. Importantly, we found this repression was achieved to a large extent by the differential expression of a single member of paralogous gene families. Functional analysis of the differentially expressed genes revealed that genes related to catabolism are repressed while genes related to anabolism up-regulated. Finally, we observed that distinct evolutionary forces may have acted on gene expression and the coding sequences in the examined rice lineages.","February 2009","2015-06-03 02:44:19","2015-06-04 09:37:17","","169-178","","2","93","","","","","","","","","","","","","","","","","","","","","Comparative genomics; Domestication; full text added; Gene expression; Microarray; perennial W/1 (oryza OR rice); relevant; Rice; ScienceDirect; search.rice; SPV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA8PFBBA","journalArticle","2011","Malory, S.; Shapter, F.M.; Elphinstone, M.S.; Chivers, I.H.; Henry, R.J.","Characterizing homologues of crop domestication genes in poorly described wild relatives by high-throughput sequencing of whole genomes","Plant Biotechnology Journal","","14677644 (ISSN)","10.1111/j.1467-7652.2011.00640.x","http://www.scopus.com/inward/record.url?eid=2-s2.0-80955158795&partnerID=40&md5=d72369653ebff9c17df649434db8dced","Wild crop relatives represent a source of novel alleles for crop genetic improvement. Screening biodiversity for useful or diverse gene homologues has often been based upon the amplification of targeted genes using available sequence information to design primers that amplify the target gene region across species. The crucial requirement of this approach is the presence of sequences with sufficient conservation across species to allow for the design of universal primers. This approach is often not successful with diverse organisms or highly variable genes. Massively parallel sequencing (MPS) can quickly produce large amounts of sequence data and provides a viable option for characterizing homologues of known genes in poorly described genomes. MPS of genomic DNA was used to obtain species-specific sequence information for 18 rice genes related to domestication characteristics in a wild relative of rice, Microlaena stipoides. Species-specific primers were available for 16 genes compared with 12 genes using the universal primer method. The use of species-specific primers had the potential to cover 92% of the sequence of these genes, while traditional universal primers could only be designed to cover 80%. A total of 24 species-specific primer pairs were used to amplify gene homologues, and 11 primer pairs were successful in capturing six gene homologues. The 23million, 36-base pair (bp) paired end reads, equated to an average of 2X genome coverage, facilitated the successful amplification and sequencing of six target gene homologues, illustrating an important approach to the discovery of useful genes in wild crop relatives.","2011","2015-06-03 03:17:55","2015-06-03 20:48:51","","1131-1140","","9","9","","Plant Biotechnol. J.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); article; Conserved Sequence; DNA, Plant; DNA Primers; Domestication; Gene homologues; Genes, Plant; Genetics; Genome, Plant; High-Throughput Nucleotide Sequencing; High-throughput sequencing; high throughput sequencing; Massively parallel sequencing; methodology; Microlaena stipoides; nucleotide sequence; plant DNA; plant gene; plant genome; Poaceae; Poorly described genomes; primer DNA; relevant; Scopus; search.grain; sequence alignment; sequence homology; Sequence Homology, Nucleic Acid; species difference; Species Specificity; SPV; Wild relatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWZSBM4V","journalArticle","2008","Dawson, Julie C.; Huggins, David R.; Jones, Stephen S.","Characterizing nitrogen use efficiency in natural and agricultural ecosystems to improve the performance of cereal crops in low-input and organic agricultural systems","Field Crops Research","","0378-4290","10.1016/j.fcr.2008.01.001","http://www.sciencedirect.com/science/article/pii/S0378429008000051","Low-input and organic farming systems have notable differences in nitrogen (N) sources, cycling and management strategies compared to conventional systems with high inputs of synthetic N fertilizer. In low-input and organic systems, there is greater reliance on complex rotations including annual and perennial crops, organic N sources, and internal N cycling that more closely mimic natural systems. These differences in farming system practices fundamentally affect N availability and N use efficiency (NUE) and could impact crop traits and breeding strategies required to optimize NUE. We assess genetic and environmental factors that could assist breeders in improving crop performance in low-input and organic farming systems by examining NUE in natural and agricultural ecosystems. Crop plants have often been bred for high N productivity, while plants adapted to low N ecosystems often have lower productivity and higher levels of internal N conservation. Breeders can potentially combine N productivity and N conservation through the use of elite and wild germplasm. Beneficial genetic traits include the ability to maintain photosynthesis and N uptake under N stress and the ability to extract soil N at low concentrations, perhaps through beneficial associations with soil microorganisms. In addition, breeding for specific adaptation to climactic and management practices so that crop uptake patterns match N availability patterns, while minimizing pathways of N loss, will be critical to improving NUE.","May 10, 2008","2015-06-03 02:27:35","2015-06-04 13:54:12","","89-101","","2","107","","","","","","","","","","","","","","","","","","","","","Cereal crops; full text added; Nutrient cycling; Perennial crops; perennial W/1 grain; perennial W/1 (triticum OR wheat); relevant; ScienceDirect; search.grain; search.wheat; SPV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGAT3Q6P","journalArticle","1986","Becker, R.; Hanners, G.D.; Irving, D.W.; Saunders, R.M.","Chemical composition and nutritional qualities of five potential perennial grains","Lebensmittel-Wissenschaft & Technologie","","0023-6438","","http://www.scopus.com/inward/record.url?eid=2-s2.0-46149142099&partnerID=40&md5=163e27808e8106eb70034d7bc189cf26","Five potential perennial grains (Agropyron trichophorum, A. intermedium. Agropyron X Triticum, Arrhenatherum elatius, Secale cereale X S. montanum) were analysed for proximate composition, amino acid content and fatty acid content. All were found to possess good to excellent nutritional characteristics when compared to conventionally grown grains (wheat, oats and rye). Generally high protein contents and chemical scores with unusually high methionine plus cysteine levels were found in the perennial grains, making them especially suitable for complementation with legumes in food applications.","1986","2015-06-03 03:20:10","2015-06-16 14:43:43","","312-315","","4","19","","LWT - Food Sci. Technol.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); relevant; Scopus; search.grain; SPV; TS=(perennial NEAR/1 grain); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2ZG8BM4","journalArticle","1993","PETERSEN, G.; DOEBLEY, JF","CHLOROPLAST DNA VARIATION IN THE GENUS SECALE (POACEAE)","Plant Systematics and Evolution","","0378-2697","10.1007/BF00994094","","The chloroplast genomes of 44 accessions of Secale were surveyed for restriction site polymorphisms. The accessions were chosen to represent the geographic as well as taxonomic range of the genus. Using 12 restriction enzymes a total of 348 sites were detected. Twenty-nine mutation sites were phylogenetically informative and used in a cladistic analysis. Further, a 0.1 kb insertion separated Secale from the outgroup species. Only the annual species S. sylvestre was distinct from the rest of the taxa. Cultivated rye together with both wild annual and wild perennial accessions were mixed among each other. Sequence divergence (p) among taxa of Secale was low, varying from 0.000 to 0.005, suggesting a rather recent origin of the genus.","1993","2015-06-03 04:36:02","2015-06-03 04:36:02","","115-125","","1-4","187","","","","","","","","","","","","","","","","","WOS:A1993MG06100006","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHIN62QP","journalArticle","1986","Shewry, P. R.; Parmar, S.; Fulrath, N.; Kasarda, D. D.; Miller, T. E.","Chromosomal locations of the structural genes for secalins in wild perennial rye (Secale montanum Guss.) and cultivated rye (S. cereale L.) determined by two-dimensional electrophoresis","Canadian Journal of Genetics and Cytology","","0008-4093","10.1139/g86-010","http://www.nrcresearchpress.com/doi/abs/10.1139/g86-010","The chromosomal locations of the structural genes for secalin storage proteins in Secale cereale and S. montanum were determined by electrophoresis of grain proteins from wheat–rye addition and substitution lines. The use of several different extraction procedures and high-resolution electrophoretic systems (one and two dimensional) enabled us to demonstrate that the genes for all the high molecular weight secalins are present on chromosome IRL, and for all the ω-secalins and at least some of the γ-secalins with a relative molecular mass (Mr) of 40 000 on chromosome IRS of both species. In contrast, the genes for the γ-secalins (Mr = 75 000) are located on 2RcS in S. cereale but 6Rm in S. montanum. These observations are discussed in relation to evolution of prolamins and their genes in Secale and related members of the Triticeae.","February 1, 1986","2015-06-04 05:54:08","2015-06-04 09:38:31","2015-06-04 05:54:08","76-83","","1","28","","Can. J. Genet. Cytol.","","","","","","","","","","","","","NRC Research Press","","","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
