"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4WT8NQWW","journalArticle","2007","Measham, Thomas G.","Building capacity for environmental management: Local knowledge and rehabilitation on the Gippsland Red Gum Plains","Australian Geographer","","0004-9182","10.1080/00049180701392758","http://dx.doi.org/10.1080/00049180701392758","Community-based natural resource management (CBNRM) continues to attract interest as a way of achieving social and environmental outcomes at the local and regional scale. Central to the success of CBNRM is the importance of capacity building and participatory approaches to research and management. This paper discusses an initiative in East Gippsland which involved a facilitated process to assist local residents build their capacity to manage their landscape. Through conducting a community survey, the project facilitated landholders to voice, develop and refine their understanding of remnant vegetation management, dieback and revegetation on private land. In doing so, landholders have improved not only their understanding of the issues but also their ability to act upon them. The empirical findings of the study highlight two issues of relevance to dieback on the East Gippsland Red Gum Plains. First, there is a perception that dieback has remained stable for at least 10 years. Second, scattered trees and small patches of trees are more vulnerable to dieback than clumped trees in larger patch sizes, as well as roadside vegetation. The research demonstrates the value of a community-based approach to NRM in terms of harnessing local knowledge, fostering human and social capital and engaging with interested landholders.","2007","2012-12-30 23:47:44","2012-12-30 23:47:44","2012-12-20","145-159","","2","38","","","Building capacity for environmental management","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/home/paul/.mozilla/firefox/quuvkujd.default-1395261540826/zotero/storage/BATRTQ3Z/measham_building_2007.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZTQTJ34","journalArticle","2010","Goffredo, Stefano; Pensa, Francesco; Neri, Patrizia; Orlandi, Antonio; Gagliardi, Maria Scola; Velardi, Angela; Piccinetti, Corrado; Zaccanti, Francesco","Unite research with what citizens do for fun: “Recreational monitoring” of marine biodiversity","Ecological Applications","","1051-0761","10.1890/09-1546.1","http://dx.doi.org/10.1890/09-1546.1","Institutes often lack funds and manpower to perform large-scale biodiversity monitoring. Citizens can be involved, contributing to the collection of data, thus decreasing costs. Underwater research requires specialist skills and SCUBA certification, and it can be difficult to involve volunteers. The aim of this study was to involve large numbers of recreational divers in marine biodiversity monitoring for increasing the environmental education of the public and collecting data on the status of marine biodiversity. Here we show that thousands of recreational divers can be enrolled in a short time. Using specially formulated questionnaires, nonspecialist volunteers reported the presence of 61 marine taxa encountered during recreational dives, performed as regular sport dives. Validation trials were carried out to assess the accuracy and consistency of volunteer-recorded data, and these were compared to reference data collected by an experienced researcher. In the majority of trials (76%) volunteers performed with an accuracy and consistency of 50–80%, comparable to the performance of conservation volunteer divers on precise transects in other projects. The recruitment of recreational divers involved the main diving and tour operators in Italy, a popular scientific magazine, and mass media. During the four-year study, 3825 divers completed 18 757 questionnaires, corresponding to 13 539 diving hours. The volunteer-sightings-based index showed that in the monitored area the biodiversity status did not change significantly within the project time scale, but there was a significant negative correlation with latitude, suggesting improved quality in the southernmost areas. This trend could be related to the presence of stressors in the northern areas and has been supported by investigations performed by the Italian Ministry of the Environment. The greatest limitation with using volunteers to collect data was the uneven spatial distribution of samples. The benefits were the considerable amounts of data collected over short time periods and at low costs. The successful development of citizen-based monitoring programs requires open-mindedness in the academic community; advantages of citizen involvement in research are not only adding large data sets to the ecological knowledge base but also aiding in the environmental education of the public.","2010-02-13","2012-12-30 23:47:44","2012-12-30 23:47:44","2012-12-19 18:50:38","2170-2187","","8","20","","Ecological Applications","Unite research with what citizens do for fun","","","","","","","","","","","","ESA Journals","","","","/home/paul/.mozilla/firefox/quuvkujd.default-1395261540826/zotero/storage/BBUMTA2P/goffredo_unite_2010.pdf","","","Biodiversity90; citizen science91; education92; environmental monitoring93; Mediterranean Sea94; SCUBA divers95; volunteers in research96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54BBJ8CU","journalArticle","1991","GETHI, M; KHAEMBA, BM","DAMAGE BY POD-SUCKING BUGS ON COWPEA WHEN INTERCROPPED WITH MAIZE","TROPICAL PEST MANAGEMENT","","0143-6147","","","Agroecosystems in the tropics include growing two or more crops in diverse polycultural patterns. In Kenya, cowpea Vigna unguiculata (Walp.) is grown in combination with cereals such as maize and sorghum, perennial legumes such as pigeon peas and root crops such as cassava and sweet potatoes. In the present investigations, field experiments were conducted to study the incidence and damage caused by Clavigralla tomentoscollis Germ. and C. shadabi, after flowering, on cowpea intercropped with maize. It was evident from the present studies that C. tomentoscollis and C. shadabi were more prevalent on cowpea during the first season rather than during the second season. Both species had a preference for feeding on cowpea intercropped with maize than when it was grown in pure stands. Consequently more pod damage was recorded on cowpea planted with maize. It was therefore concluded that this agricultural system, which is commonly practised by small-scale farmers in Kenya, is undesirable from the point of view of bug damage.","JUL-SEP 1991","2015-06-01 16:22:23","2015-06-01 16:22:23","","236-239","","3","37","","","","","","","","","","English","","","","","","","","","","","1ST CROPPING SEASON; 2ND CROPPING SEASON; CLAVIGRALLA; COWPEA; Intercropping; POD-SUCKING BUGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55URGKPF","journalArticle","2012","Hochachka, Wesley M.; Fink, Daniel; Hutchinson, Rebecca A.; Sheldon, Daniel; Wong, Weng-Keen; Kelling, Steve","Data-intensive science applied to broad-scale citizen science","Trends in Ecology & Evolution","","0169-5347","10.1016/j.tree.2011.11.006","http://dx.doi.org/10.1016/j.tree.2011.11.006","Identifying ecological patterns across broad spatial and temporal extents requires novel approaches and methods for acquiring, integrating and modeling massive quantities of diverse data. For example, a growing number of research projects engage continent-wide networks of volunteers (‘citizen-scientists’) to collect species occurrence data. Although these data are information rich, they present numerous challenges in project design, implementation and analysis, which include: developing data collection tools that maximize data quantity while maintaining high standards of data quality, and applying new analytical and visualization techniques that can accurately reveal patterns in these data. Here, we describe how advances in data-intensive science provide accurate estimates in species distributions at continental scales by identifying complex environmental associations.","2012","2012-12-30 23:47:44","2013-07-19 23:45:03","2012-12-20","130-137","","2","27","","Trends in Ecology & Evolution","Ecological and evolutionary informatics","","","","","","","","","","","","ScienceDirect","","","","/home/paul/.mozilla/firefox/quuvkujd.default-1395261540826/zotero/storage/WQK788CT/hochachka_data-intensive_2012.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"562CG82B","encyclopediaArticle","2012","","Citizen science","Wikipedia, the free encyclopedia","","","","https://en.wikipedia.org/w/index.php?title=Citizen_science&oldid=528016592","Citizen science is scientific research conducted, in whole or in part, by amateur or nonprofessional scientists, often by crowdsourcing217. Formally, citizen science has been defined as ""the systematic collection and analysis of data; development of technology; testing of natural phenomena; and the dissemination of these activities by researchers on a primarily avocational basis"".[1]218 Citizen science is sometimes called ""public participation in scientific research.""[2]219[3]220","2012-12-18","2012-12-30 23:47:44","2012-12-30 23:47:44","2012-12-18 19:40:04","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 528016592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586AMCES","journalArticle","2010","Kaushik, Geetanjali; Satya, Santosh; Khandelwal, Rakesh Kumar; Naik, S. N.","Commonly consumed Indian plant food materials in the management of diabetes mellitus","Diabetes & Metabolic Syndrome: Clinical Research & Reviews","","1871-4021","10.1016/j.dsx.2008.02.006","http://www.sciencedirect.com/science/article/pii/S1871402108000234","Diabetes mellitus is a common disease affecting several million individuals worldwide. Over the last century changes in human behavior and lifestyle have resulted in a dramatic increase in the incidence of diabetes world over. Though oral hypoglycemic agents and insulin is the mainstay of treatment of diabetes, they have prominent side effects and fail to significantly alter the course of diabetic complications. Lifestyle modifications including appropriate diet and exercise programs have been found to be greatly effective in the management of the disease. Diet therapy especially is showing a bright future in the therapy of diabetes mellitus. In this regard this paper reviews 27 common Indian plant food materials that have been reported to possess anti-diabetic properties. The food materials reviewed in relation to diabetes and its complications are: Cajanus cajan, Cicer arietinum, Phaseolus mungo, Phaseolus vulgaris, Aegle marmelose, Mangifera indica, Morus alba, Musa sapientum, Psidium guajava, Punica granatum, Syzigium cumini, Vitis vinifera, Allium cepa, Annona squamosa, Beta vulgaris, Cucurbita pepo, Ipomoea batatus, Momordica charantia, Allium sativum, Brassica juncea, Cuminum cyminum, Curcuma, Murraya koeingii and Trigonella foenum graecum. In addition to these food materials black tea, green tea and red wine have also been reviewed. All these plant food materials have been reported to have varying degree of hypoglycemic and anti-hyperglycemic activity. It is concluded that the various plant foods which which form an important part of our diet not only possess blood glucose lowering properties but are also beneficial in decreasing the risk factors for cardiovascular and renal diseases through various mechanisms including free radicals.","January 2010","2014-09-12 13:39:44","2014-09-12 13:39:44","2014-09-12 13:39:44","21-40","","1","4","","Diabetes & Metabolic Syndrome: Clinical Research & Reviews","","","","","","","","","","","","","ScienceDirect","","","","","","","Diabetes mellitus; Diet therapy; Lifestyle modifications; Oral hypoglycemic agents; Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ER7XP57","journalArticle","2012","Whitney, Nicholas M.; Pyle, Richard L.; Holland, Kim N.; Barcz, Jessica T.","Movements, reproductive seasonality, and fisheries interactions in the whitetip reef shark (Triaenodon obesus) from community-contributed photographs","Environmental Biology of Fishes","","0378-1909, 1573-5133","10.1007/s10641-011-9897-9","http://dx.doi.org/10.1007/s10641-011-9897-9","Despite being a common apex-level predator on coral reefs throughout the tropical Indo-Pacific, surprisingly little is known about whitetip reef shark (Triaenodon obesus) movements and biology. This study used photo-identification from community-contributed photographs to reveal patterns in movements, reproductive biology, and fisheries interactions in this species that have not been previously revealed through more traditional methods. At least 178 individual sharks were identified, and 26 movements were observed. These included movement distances of up to 26.4 km, movement rates of up to 3.27 km/day (9.8 km in 3 days), and movements that required the transit of a 140 m deep channel. Other animals showed high philopatry, being re-sighted at the same locality on multiple occasions (up to 13 sightings for one individual) over periods of up to 7 years. Females showed higher philopatry than males and were more likely than males to be found at shallow (<10 m depth) localities throughout the year. The proportion of male sightings at shallow localities was significantly higher in April and May than other months of the year, possibly due to males coming into the shallows to mate with females. A peak in sightings of late-term females followed by an abrupt decline suggests that pupping season is May into early June, and two females were observed pregnant in consecutive years despite evidence that the gestation period is approximately 1 year for this species. Nine percent of animals carried fishing tackle or exhibited jaw injuries associated with fishery interactions, with multiple individuals found dead after being hooked by fishers.","2012","2012-12-30 23:47:44","2013-07-19 23:45:48","2012-12-20","121-136","","1","93","","Environ Biol Fish","","","","","","","","en","","","","","link.springer.com","","","","/home/paul/.mozilla/firefox/quuvkujd.default-1395261540826/zotero/storage/X2FMG6DT/whitney_movements_2012.pdf","","","Animal Systematics/Taxonomy/Biogeography71; Citizen science; Environment, general70; Freshwater & Marine Ecology68; Hawaiian Islands; Home-range; Mark-recapture; Movement patterns; Nature Conservation67; Philopatry; Zoology69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F3H4I5R","journalArticle","2010","Boyack, Kevin W.; Klavans, Richard","Co-citation analysis, bibliographic coupling, and direct citation: Which citation approach represents the research front most accurately?","Journal of the American Society for Information Science and Technology","","1532-2890","10.1002/asi.21419","http://onlinelibrary.wiley.com.proxy2.cl.msu.edu/doi/10.1002/asi.21419/abstract","In the past several years studies have started to appear comparing the accuracies of various science mapping approaches. These studies primarily compare the cluster solutions resulting from different similarity approaches, and give varying results. In this study we compare the accuracies of cluster solutions of a large corpus of 2,153,769 recent articles from the biomedical literature (2004–2008) using four similarity approaches: co-citation analysis, bibliographic coupling, direct citation, and a bibliographic coupling-based citation-text hybrid approach. Each of the four approaches can be considered a way to represent the research front in biomedicine, and each is able to successfully cluster over 92% of the corpus. Accuracies are compared using two metrics—within-cluster textual coherence as defined by the Jensen-Shannon divergence, and a concentration measure based on the grant-to-article linkages indexed in MEDLINE. Of the three pure citation-based approaches, bibliographic coupling slightly outperforms co-citation analysis using both accuracy measures; direct citation is the least accurate mapping approach by far. The hybrid approach improves upon the bibliographic coupling results in all respects. We consider the results of this study to be robust given the very large size of the corpus, and the specificity of the accuracy measures used.","December 1, 2010","2015-04-20 12:00:56","2015-04-20 12:00:56","2015-04-20 12:00:56","2389-2404","","12","61","","J. Am. Soc. Inf. Sci.","Co-citation analysis, bibliographic coupling, and direct citation","","","","","","","en","© 2010 ASIS&T","","","","Wiley Online Library","","","","/home/paul/.mozilla/firefox/quuvkujd.default-1395261540826/zotero/storage/SG8USCU6/boyack-cocitation-2010.pdf","","Bibliographic network mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KM3MBXH","journalArticle","2000","Black, Colin; Ong, Chin","Utilisation of light and water in tropical agriculture","Agricultural and Forest Meteorology","","0168-1923","10.1016/S0168-1923(00)00145-3","http://www.sciencedirect.com/science/article/pii/S0168192300001453","The resource capture approach developed by John Monteith has been applied in studies of a wide variety of plant species and cropping systems in the tropics over the past 18 years. The purpose of this review is to highlight the progress made and the new challenges which lie ahead. The foundation for this approach was the establishment of ‘response surfaces’ for the development and growth of tropical crops using controlled-environment facilities. The concepts of light interception and thermal time developed were then used to investigate the mechanisms responsible for overyielding in intercropping systems and genotypic differences in the drought adaptation of crops in the semi-arid tropics. The most significant achievements were in the understanding of temporal and spatial complementarity in intercropping and agroforestry systems and the development of plant growth models. More recently, the same concepts have been extended to the capture of below-ground resources in agroforestry systems and rain forests. The most serious remaining challenge is to extend this approach to studies of complex multispecies systems in the humid tropics.","July 24, 2000","2014-09-21 02:42:04","2014-09-21 02:42:04","","25-47","","1","104","","Agricultural and Forest Meteorology","","","","","","","","","","","","","","","","","","","Agroforestry; Intercropping; Light; Resource capture; temperature; Water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KMIXHW5","journalArticle","2011","Pande, Suresh; Sharma, Mamta; Naga Mangla, U.; Ghosh, Raju; Sundaresan, G.","Phytophthora blight of Pigeonpea [Cajanus cajan (L.) Millsp.]: An updating review of biology, pathogenicity and disease management","Crop Protection","","0261-2194","10.1016/j.cropro.2011.03.031","http://www.sciencedirect.com/science/article/pii/S026121941100130X","Phytophthora blight (PB), caused by Phytophthora drechsleri f. sp. cajani, is reoccurring as an economically important disease of pigeonpea (Cajanus cajan), especially when excessive rains fall within a short span of time and hot and humid weather persists during the crop season. A few years after the initial reviews of Kannaiyan et al. (1984), the disease was coming to halt. Despite earlier investigations on pathological and physiological characteristics of P. drechsleri f. sp. cajani, the nature of infection process and genetic basis of pathogen variability have not been clearly established. Therefore, information on the biology and survival of the pathogen is needed to devise effective management strategies. Attempts have been made to develop green-house and field screening techniques since three decades ago for identification of host plant resistance. However, only few pigeonpea germplasm and breeding lines belonging to cultivated and wild Cajanus spp. were found tolerant to PB. The recent frequent recurrence of PB epidemics in the major pigeonpea growing areas prioritized the search for higher levels of disease resistance. There is a need to study the biology of the pathogen, epidemiology of the disease and refinement of the resistance screening techniques and develop integrated disease management technology for the disease. In this review, the symptomatology of the disease, biology of pathogen including its variability, epidemiology, sources of resistance, other management options and available information on biochemical and genetic basis of disease resistance have been updated and discussed with the identification of future research priorities.","August 2011","2014-09-21 02:41:57","2014-09-21 02:41:57","","951-957","","8","30","","Crop Protection","","","","","","","","","","","","","","","","","","","Biology; Epidemiology; Management; Phytophthora drechsleri f. sp. cajani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MV6CPKX","journalArticle","2010","Alexander, Janice; Lee, Christopher A.","Lessons learned from a decade of sudden oak death in California: Evaluating local management","Environmental Management","","0364-152X, 1432-1009","10.1007/s00267-010-9512-4","http://dx.doi.org/10.1007/s00267-010-9512-4","Sudden Oak Death has been impacting California’s coastal forests for more than a decade. In that time, and in the absence of a centrally organized and coordinated set of mandatory management actions for this disease in California’s wildlands and open spaces, many local communities have initiated their own management programs. We present five case studies to explore how local-level management has attempted to control this disease. From these case studies, we glean three lessons: connections count, scale matters, and building capacity is crucial. These lessons may help management, research, and education planning for future pest and disease outbreaks.","2010-09-01","2012-12-30 23:47:44","2012-12-30 23:47:44","2012-12-20","315-328","","3","46","","Environmental Management","Lessons learned from a decade of sudden oak death in California","","","","","","","en","","","","","link.springer.com","","","","/home/paul/.mozilla/firefox/quuvkujd.default-1395261540826/zotero/storage/Z6IWMW9Z/alexander_lessons_2010.pdf","","","Atmospheric Protection/Air Quality Control/Air Pollution84; Capacity building; Ecology86; Environmental Management87; Forest health; Forest pest management; Forestry Management83; Local management; Nature Conservation85; Non-native/invasive species; Participatory management; Sudden Oak Death; Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NRBKPIB","journalArticle","2006","Thorsted, Marian D.; Olesen, Jørgen E.; Weiner, Jacob","Mechanical control of clover improves nitrogen supply and growth of wheat in winter wheat/white clover intercropping","European Journal of Agronomy","","1161-0301","10.1016/j.eja.2005.07.004","http://www.sciencedirect.com/science/article/pii/S1161030105000729","The major objective for clover in a winter wheat/white clover intercropping system is to supply nitrogen (N) for the wheat. A field experiment was repeated in 2 years on a loamy sand in Denmark to investigate the possibilities for increasing N supply to the winter wheat by cutting and mulching the clover between the wheat rows. The clover was cut with a weed brusher on three different dates in each year. Intercropped wheat with unbrushed clover had a lower grain yield than wheat as a sole crop. Brushing increased wheat N uptake and wheat grain yields. Intercropping with two or three brushing dates gave higher wheat yields than wheat as the sole crop. The largest increases in grain N uptake, 21–25 kg N ha−1, were obtained for the brushings around wheat flag leaf emergence. The highest yield increases with a single brushing, 0.98–1.11 Mg DM ha−1, were obtained when brushing was performed during the stem elongation phase. The largest grain yields for treatments with two brushings were obtained with a first brushing at start of stem elongation and a second around flag leaf emergence. The first brushing probably provided N to increase the wheat leaf area index and thus the light interception, while the second brushing provided N to sustain the leaf area during grain filling and reduced clover biomass and therefore competition for water. Intercropping wheat and clover increased grain N concentrations by 0.11–0.39%-point compared with wheat as a sole crop. Intercropping may thus offer possibilities for improving the bread-making quality of organically grown wheat.","February 2006","2014-09-21 02:41:17","2014-09-21 02:41:17","","149-155","","2","24","","European Journal of Agronomy","","","","","","","","","","","","","","","","","","","Brush weeding; Grain protein; Grain yield; Intercropping; Nitrogen uptake; White clover; Winter wheat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SK4RR5A","note","","","","","","","","","","","2012-12-30 23:47:44","2012-12-30 23:47:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XFP853Z","journalArticle","2010","Stone, K.C.; Hunt, P.G.; Cantrell, K.B.; Ro, K.S.","The potential impacts of biomass feedstock production on water resource availability","Bioresource Technology","","0960-8524","10.1016/j.biortech.2009.10.037","http://www.sciencedirect.com/science/article/pii/S0960852409014138","Biofuels are a major topic of global interest and technology development. Whereas bioenergy crop production is highly dependent on water, bioenergy development requires effective allocation and management of water. The objectives of this investigation were to assess the bioenergy production relative to the impacts on water resource related factors: (1) climate and weather impact on water supplies for biomass production; (2) water use for major bioenergy crop production; and (3) potential alternatives to improve water supplies for bioenergy. Shifts to alternative bioenergy crops with greater water demand may produce unintended consequences for both water resources and energy feedstocks. Sugarcane and corn require 458 and 2036 m3 water/m3 ethanol produced, respectively. The water requirements for corn grain production to meet the US-DOE Billion-Ton Vision may increase approximately 6-fold from 8.6 to 50.1 km3. Furthermore, climate change is impacting water resources throughout the world. In the western US, runoff from snowmelt is occurring earlier altering the timing of water availability. Weather extremes, both drought and flooding, have occurred more frequently over the last 30 years than the previous 100 years. All of these weather events impact bioenergy crop production. These events may be partially mitigated by alternative water management systems that offer potential for more effective water use and conservation. A few potential alternatives include controlled drainage and new next-generation livestock waste treatment systems. Controlled drainage can increase water available to plants and simultaneously improve water quality. New livestock waste treatments systems offer the potential to utilize treated wastewater to produce bioenergy crops. New technologies for cellulosic biomass conversion via thermochemical conversion offer the potential for using more diverse feedstocks with dramatically reduced water requirements. The development of bioenergy feedstocks in the US and throughout the world should carefully consider water resource limitations and their critical connections to ecosystem integrity and sustainability of human food.","March 2010","2014-09-21 02:41:46","2014-09-21 02:41:46","","2014-2025","","6","101","","Bioresource Technology","","","","","","","","","","","","","","","","","","","Bioenergy; Climate change; Water; Water availability; Water scarcity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"626P4NGT","journalArticle","2013","Sudduth, Kenneth A.; Myers, D. Brenton; Kitchen, Newell R.; Drummond, Scott T.","Modeling soil electrical conductivity–depth relationships with data from proximal and penetrating ECa sensors","Proximal Soil Sensing Papers from the Second Global Workshop on Proximal Soil Sensing Second Global Workshop on Proximal Soil Sensing","","0016-7061","10.1016/j.geoderma.2012.10.006","http://www.sciencedirect.com/science/article/pii/S0016706112003461","Apparent soil electrical conductivity (ECa), a widely used proximal soil sensing technology, is related to several important soil properties, including salinity, clay content, and bulk density. Particularly in layered soils, interpretation of ECa variations would be enhanced with better calibrations to depth-wise variations in these soil properties. Thus, the objective of this research was to combine point measurements of layer conductivity obtained using ECa-equipped penetrometers with mapped ECa data from proximal sensors for improved quantification of conductivity–depth relationships in layered soils. Data were collected from a set of large plots on a claypan-soil landscape in central Missouri which had been managed in grain and perennial grass cropping systems for 20 years. Soil ECa variation with depth was represented by both two- and three-layer models that were visualized and parameterized with the use of penetrometer ECa data. The three-layer model provided a more realistic representation of the soil profiles in the study area and provided similar topsoil depth estimation accuracy as the commonly used two layer model. Penetrometer ECa data also provided efficient and accurate (r2 = 0.92) estimation of calibration-point topsoil depth as an alternative to soil coring and manual determination. A key to accurate model calibration was selection of points from areas of spatially-homogeneous proximal ECa. Combining penetrometer ECa with proximal ECa data improved modeling of conductivity–depth relationships in terms of model selection, model parameterization, and model calibration.","May 2013","2014-09-21 02:40:15","2014-09-21 02:40:15","","12-21","","0","199","","Geoderma","","","","","","","","","","","","","","","","","","","Claypan; Electrical conductivity; Model inversion; Penetrometer; Topsoil depth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62D38TK6","journalArticle","2011","Roskin, Joel; Porat, Naomi; Tsoar, Haim; Blumberg, Dan G.; Zander, Anja M.","Age, origin and climatic controls on vegetated linear dunes in the northwestern Negev Desert (Israel)","Quaternary Science Reviews","","0277-3791","10.1016/j.quascirev.2011.03.010","http://www.sciencedirect.com/science/article/pii/S0277379111000825","The stabilized northwestern (NW) Negev vegetated linear dunes (VLD) of Israel extend over 1300 km2 and form the eastern end of the Northern Sinai – NW Negev Erg. This study aimed at identifying primary and subsequent dune incursions and episodes of dune elongation by investigating dune geomorphology, stratigraphy and optically stimulated luminescence (OSL) dating. Thirty-five dune and interdune exposed and drilled section were studied and sampled for sedimentological analyses and OSL dating, enabling spatial and temporal elucidation of the NW Negev dunefield evolution. In a global perspective the NW Negev dunefield is relatively young. Though sporadic sand deposition has occurred during the past 100 ka, dunes began to accumulate over large portions of the dunefield area only at ∼23 ka. Three main chronostratigraphic units, corresponding to three (OSL) age clusters, were found throughout most of the dunefield, indicating three main dune mobilizations: late to post last glacial maximum (LGM) at 18–11.5 ka, late Holocene (2–0.8 ka), and modern (150–8 years). The post-LGM phase is the most extensive and it defined the current dunefield boundaries. It involved several episodes of dune incursions and damming of drainage systems. Dune advancement often occurred in rapid pulses and the orientation of VLD long axes indicates similar long-term wind directions. The late Holocene episode included partial incursion of new sand, reworking of Late Pleistocene dunes as well as limited redeposition. The modern sand movement only reactivated older dunes and did not lengthen VLDs. This aeolian record fits well with other regional aeolian sections. We suggest that sand supply and storage in Sinai was initiated by the Late Pleistocene exposure of the Nile Delta sands. Late Pleistocene winds, substantially stronger than those usually prevailing since the onset of the Holocene, are suggested to have transported the dune sands across Sinai and into the northwestern Negev. Our results demonstrate the sensitivity of vegetated linear dunes located along the (northern) fringe of the sub-tropical desert belt to climate change (i.e. wind) and sediment supply.","June 2011","2014-09-21 02:41:26","2014-09-21 02:41:26","","1649-1674","","13–14","30","","Quaternary Science Reviews","","","","","","","","","","","","","","","","","","","Dunefield; Israel; Late Pleistocene; Negev; OSL; Vegetated linear dune","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66US5WW9","journalArticle","2015","Payne, Courtney E.; Wolfrum, Edward J.","Rapid analysis of composition and reactivity in cellulosic biomass feedstocks with near-infrared spectroscopy","BIOTECHNOLOGY FOR BIOFUELS","","1754-6834","10.1186/s13068-015-0222-2","","Background: Obtaining accurate chemical composition and reactivity (measures of carbohydrate release and yield) information for biomass feedstocks in a timely manner is necessary for the commercialization of biofuels. Our objective was to use near-infrared (NIR) spectroscopy and partial least squares (PLS) multivariate analysis to develop calibration models to predict the feedstock composition and the release and yield of soluble carbohydrates generated by a bench-scale dilute acid pretreatment and enzymatic hydrolysis assay. Major feedstocks included in the calibration models are corn stover, sorghum, switchgrass, perennial cool season grasses, rice straw, and miscanthus. Results: We present individual model statistics to demonstrate model performance and validation samples to more accurately measure predictive quality of the models. The PLS-2 model for composition predicts glucan, xylan, lignin, and ash (wt%) with uncertainties similar to primary measurement methods. A PLS-2 model was developed to predict glucose and xylose release following pretreatment and enzymatic hydrolysis. An additional PLS-2 model was developed to predict glucan and xylan yield. PLS-1 models were developed to predict the sum of glucose/glucan and xylose/xylan for release and yield (grams per gram). The release and yield models have higher uncertainties than the primary methods used to develop the models. Conclusion: It is possible to build effective multispecies feedstock models for composition, as well as carbohydrate release and yield. The model for composition is useful for predicting glucan, xylan, lignin, and ash with good uncertainties. The release and yield models have higher uncertainties; however, these models are useful for rapidly screening sample populations to identify unusual samples.","MAR 12 2015","2015-06-01 16:22:20","2015-06-01 16:22:20","","","","","8","","","","","","","","","","English","","","","","","","","","","","Biofuels; Biomass conversion; Cellulosic biomass; Compositional analysis; Enzymatic hydrolysis; FT-NIR; Herbaceous feedstocks; High-throughput assay; Multivariate analysis; NIR spectroscopy; PLS; Pretreatment; Reactivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
